#2Awesome	group interest	0.899	0.857	1.075	71.671	0.052	0.013	0.016	0.984	8.055	7.702	1.750	7.322	1.000	0.044	0.121	0.829	0.187
#3wordsbetterthanIloveyou	group interest	0.820	0.832	1.028	76.052	0.575	0.041	0.028	0.990	8.427	8.456	1.289	6.667	1.000	0.007	0.100	0.893	0.228
#4HSepang	group interest	0.661	1.000	1.177	51.587	0.718	0.077	0.011	0.892	9.095	8.438	2.236	7.894	1.000	0.055	0.124	0.820	0.082
#60daysinjail	group interest	0.503	0.592	1.803	74.293	1.758	0.000	0.433	0.962	6.267	6.555	3.453	8.024	1.000	0.007	0.077	0.917	0.156
#7YearsOfBaby	commemoratives	0.080	0.411	1.115	72.392	0.920	0.072	0.016	0.973	7.717	5.440	1.992	9.681	1.000	0.132	0.121	0.747	-0.048
#80sSongsForCountries	group interest	0.869	0.900	1.819	78.597	1.638	0.027	0.023	0.991	7.626	7.295	3.131	7.171	1.000	0.041	0.110	0.849	0.167
Coutinho and Sturridge	live events	0.481	0.548	1.421	96.101	22.347	0.241	0.122	0.939	9.237	8.154	3.890	9.539	1.000	0.102	0.097	0.800	0.031
#COYR	live events	0.275	0.730	0.480	93.647	21.205	0.025	0.412	1.005	9.308	7.463	4.088	7.873	1.000	0.028	0.083	0.888	0.145
Craig Gordon	news	0.541	0.596	1.369	86.219	23.508	0.016	0.066	0.995	7.323	6.365	3.148	9.117	1.000	0.032	0.143	0.825	0.283
#CrappyBusinessProposals	group interest	0.692	0.745	0.242	92.895	22.689	0.029	0.239	0.966	9.398	8.886	4.317	6.980	1.000	0.122	0.022	0.856	-0.282
#creativeshootout17	live events	0.545	0.596	1.033	78.422	22.280	0.049	0.021	0.938	8.068	7.362	1.465	9.453	1.000	0.036	0.063	0.901	0.062
Crumlin Road	news	0.233	0.356	1.260	69.178	119.110	0.082	0.233	0.918	5.783	4.052	2.660	8.062	1.000	0.016	0.152	0.832	0.261
#CRYEVE	live events	0.712	0.771	0.108	93.111	22.352	0.013	0.478	0.758	9.237	8.701	5.320	7.181	1.000	0.131	0.015	0.854	-0.290
#CustomerServiceDosAndDonts	group interest	0.832	0.718	1.571	70.318	25.835	0.050	0.153	0.994	8.410	8.178	3.462	8.593	1.000	0.020	0.150	0.829	0.267
Dakota Access	news	0.536	0.584	1.048	106.190	22.365	0.020	0.041	0.975	8.819	7.977	1.576	8.577	1.000	0.059	0.107	0.834	0.115
Dan Jarvis	group interest	0.867	0.883	0.619	109.749	23.047	0.010	0.324	0.880	9.516	9.287	4.018	7.980	1.000	0.071	0.041	0.888	-0.066
Daniel May	commemoratives	0.630	0.717	0.058	97.186	23.192	0.039	0.388	0.567	9.208	8.547	4.437	8.737	1.000	0.063	0.068	0.869	0.045
Danny Dyer	live events	0.944	0.952	0.492	94.918	22.551	0.008	0.031	0.987	9.543	9.447	3.636	6.724	1.000	0.039	0.151	0.811	0.367
Danny Murphy	live events	0.790	0.802	0.440	91.787	22.172	0.028	0.030	1.005	9.521	9.161	2.073	7.289	1.000	0.052	0.079	0.870	0.080
Danny Rose	live events	0.120	0.161	0.312	76.224	46.219	0.021	0.536	0.995	8.556	5.437	4.113	6.776	1.000	0.151	0.146	0.704	-0.050
#DAPL	news	0.397	0.430	0.214	59.170	22.923	0.026	0.031	1.036	9.548	8.192	4.242	7.938	1.000	0.033	0.123	0.844	0.175
Darren Fletcher	live events	0.882	0.915	1.630	114.964	22.985	0.039	0.206	0.679	9.467	9.258	4.522	8.473	1.000	0.062	0.066	0.872	-0.017
#DateMyFamily	live events	0.582	0.588	0.253	79.981	25.025	0.019	0.095	1.000	9.323	8.483	4.232	7.430	1.000	0.021	0.071	0.907	0.096
Dave Jones	news	0.436	0.447	1.211	75.417	24.458	0.138	0.016	0.951	9.357	7.980	1.921	9.363	1.000	0.058	0.131	0.811	0.123
David Davis	news	0.515	0.894	0.352	84.734	22.739	0.013	0.538	0.990	9.414	8.422	5.572	7.129	1.000	0.007	0.161	0.832	0.360
David Goodwillie	news	0.860	0.920	0.341	110.622	22.742	0.015	0.223	0.860	9.184	8.911	3.810	8.616	1.000	0.042	0.079	0.878	0.138
David Hare	live events	0.468	0.552	0.325	94.345	22.695	0.065	0.647	0.892	9.070	8.352	4.776	7.558	1.000	0.151	0.051	0.798	-0.318
David Meyler	live events	0.581	0.651	0.498	98.691	27.853	0.028	0.214	0.911	8.916	8.294	4.866	8.979	1.000	0.031	0.070	0.898	0.110
#Davos	news	0.780	0.789	0.437	92.265	25.670	0.011	0.008	1.000	9.328	9.022	2.138	6.979	1.000	0.013	0.089	0.898	0.267
#ddduk	live events	0.874	0.888	1.751	87.057	26.143	0.060	0.246	1.034	9.088	8.878	4.243	9.061	1.000	0.042	0.047	0.911	0.014
De Bruyne	live events	0.746	0.763	2.361	90.656	23.656	0.033	0.033	0.000	7.934	7.235	3.973	8.458	1.000	0.033	0.148	0.819	0.254
De Gea	live events	0.294	0.324	0.176	77.735	91.167	0.020	0.039	1.000	7.572	5.774	3.753	8.365	1.000	0.062	0.141	0.797	0.135
Dean Marney	news	0.828	0.855	0.702	97.717	28.033	0.069	0.072	0.901	9.286	8.868	2.837	7.442	1.000	0.022	0.136	0.841	0.297
#deathinparadise	live events	0.289	0.357	0.266	87.428	23.582	0.003	0.686	0.952	9.404	7.627	6.429	6.994	1.000	0.104	0.012	0.884	-0.237
Dele Alli	live events	0.294	0.374	1.229	80.740	24.247	0.155	0.039	0.990	8.320	7.152	2.652	9.648	1.000	0.081	0.142	0.777	0.120
#DesertIslandDiscs	live events	0.913	0.916	0.124	102.487	31.628	0.010	0.007	0.198	9.181	9.045	3.379	6.381	1.000	0.072	0.026	0.903	-0.192
#diaries17	live events	0.312	0.997	1.343	94.220	24.302	0.113	0.077	0.985	8.908	7.221	3.133	9.464	1.000	0.032	0.171	0.797	0.290
Diego Contento	news	0.269	0.481	1.019	88.192	182.769	0.019	0.173	0.923	3.627	4.182	1.371	8.272	1.000	0.024	0.053	0.923	0.062
Dion Conroy	news	0.576	0.636	0.325	97.285	62.940	0.079	0.430	0.854	7.960	7.135	4.016	6.479	1.000	0.012	0.014	0.974	-0.009
DiRT 4	group interest	0.693	0.727	0.448	93.721	29.531	0.209	0.368	0.948	8.813	8.329	2.931	7.296	1.000	0.002	0.132	0.866	0.266
#Dispatches	live events	0.693	0.995	0.129	64.837	47.698	0.005	0.891	0.965	8.581	8.058	4.637	6.824	1.000	0.193	0.053	0.754	-0.216
#DisruptionSWT	news	0.848	0.859	1.728	105.949	24.879	0.090	0.090	0.946	8.522	8.353	4.281	8.824	1.000	0.091	0.060	0.849	-0.067
#DIYstorebandsorsongs	group interest	0.601	0.638	1.369	109.577	32.497	0.040	0.352	0.997	6.893	7.689	2.874	8.427	1.000	0.099	0.026	0.875	-0.201
#DolanTwinsNewVideo	group interest	0.125	0.147	1.008	46.288	25.837	0.016	0.003	0.997	7.265	5.004	1.074	8.460	1.000	0.035	0.074	0.890	0.049
Don Bersy	live events	0.132	0.140	1.035	86.991	85.333	0.298	0.868	0.965	7.559	4.128	1.430	8.261	1.000	0.039	0.153	0.808	0.285
Donald Trump	news	0.445	0.489	0.489	88.220	53.681	0.022	0.253	0.978	7.738	6.525	5.839	8.354	1.000	0.013	0.193	0.794	0.435
DONT GO TO SLEEP YET	group interest	0.915	0.885	0.378	93.302	29.571	0.018	0.432	0.683	9.348	9.173	2.935	8.744	1.000	0.099	0.064	0.837	-0.123
Doomsday Clock	news	0.317	0.343	0.143	78.670	32.743	0.050	0.133	0.000	9.211	7.570	4.004	7.436	1.000	0.063	0.040	0.897	-0.000
#DoomsdayClock	news	0.540	0.558	0.442	86.396	25.290	0.077	0.666	0.833	9.419	8.440	5.743	8.286	1.000	0.213	0.033	0.754	-0.455
#DOTD	group interest	0.750	0.783	1.513	101.353	13.074	0.067	0.207	0.971	10.000	9.483	3.861	8.983	1.000	0.073	0.033	0.893	-0.126
Dow Jones	news	0.889	0.897	1.780	108.168	27.095	0.184	0.352	0.886	8.162	8.206	4.044	8.061	1.000	0.030	0.228	0.742	0.467
#dow20k	news	0.768	0.772	0.341	93.165	37.551	0.030	0.360	1.019	8.842	8.414	5.131	7.656	1.000	0.019	0.076	0.904	0.183
#dpc_wiwik	live events	0.872	0.880	1.417	71.260	26.466	0.128	0.461	1.021	9.304	9.092	3.468	8.430	1.000	0.022	0.183	0.795	0.303
#Draghi	news	0.366	0.477	1.216	97.240	26.294	0.049	0.075	0.985	5.319	5.672	2.402	9.691	1.000	0.029	0.106	0.866	0.181
#dresscode	news	0.355	0.407	2.221	93.436	59.326	0.058	0.250	0.959	7.728	6.539	4.587	9.258	1.000	0.071	0.062	0.867	-0.018
#DrunkBands	group interest	0.507	0.606	1.470	96.326	26.718	0.329	0.334	0.969	9.310	8.431	4.124	9.565	1.000	0.093	0.074	0.833	-0.047
#DubaiMarathon	live events	0.244	0.280	1.045	35.027	30.846	0.009	0.000	1.000	9.014	6.707	1.382	8.379	1.000	0.050	0.025	0.924	-0.029
Dylan Bikey	news	0.548	0.572	1.212	78.163	49.404	0.135	0.077	0.986	7.269	6.062	2.345	8.243	1.000	0.032	0.028	0.940	0.016
Dylan Hartley	news	0.797	0.897	0.311	90.195	27.153	0.016	0.530	0.989	8.947	8.643	4.055	7.504	1.000	0.019	0.046	0.936	0.065
#EastEnders	live events	0.373	0.997	0.316	88.160	29.359	0.026	0.724	0.934	9.098	7.767	6.054	7.463	1.000	0.059	0.029	0.912	-0.057
Ed Miliband	group interest	0.613	0.673	1.159	83.517	13.182	0.166	0.120	0.966	9.810	9.093	2.523	9.766	1.000	0.076	0.088	0.836	0.018
Eddie Jones	news	0.274	0.318	0.041	57.853	28.424	0.076	0.101	0.342	9.021	7.539	4.578	9.127	1.000	0.081	0.137	0.781	0.150
Eden Gardens	live events	0.422	0.525	0.329	93.976	27.790	0.056	0.676	0.905	9.045	7.979	5.614	8.038	1.000	0.022	0.055	0.923	0.094
EFL Cup	live events	0.919	0.919	1.964	78.016	34.134	0.007	0.072	0.984	9.192	9.074	3.596	6.150	1.000	0.003	0.015	0.982	0.039
#EFLCup	live events	0.470	0.558	0.656	91.628	29.549	0.054	0.673	0.687	8.925	7.841	4.929	8.398	1.000	0.021	0.112	0.868	0.235
El Chapo	news	0.815	0.824	3.102	94.120	49.106	0.037	0.204	0.977	8.483	8.305	4.130	7.008	1.000	0.004	0.089	0.907	0.226
#ELEAGUEMajor	live events	0.677	0.740	0.120	93.641	55.276	0.078	0.312	0.953	8.366	7.764	5.304	8.162	1.000	0.033	0.065	0.902	0.093
#emergencymed30	live events	0.598	0.577	1.314	65.952	32.498	0.118	0.211	0.985	9.161	8.341	2.564	8.175	1.000	0.122	0.096	0.783	-0.055
Emily Thornberry	live events	0.411	0.503	1.068	98.732	29.216	0.095	0.154	0.986	5.643	6.123	1.716	9.761	1.000	0.071	0.123	0.807	0.144
Emmanuel Adebayor	news	1.040	0.882	0.338	118.900	27.052	0.035	0.030	0.998	8.970	8.787	4.383	8.261	1.000	0.078	0.110	0.811	0.082
Emre Can	live events	0.755	0.771	0.157	103.529	28.785	0.016	0.306	0.936	9.427	9.026	5.074	7.070	1.000	0.141	0.030	0.829	-0.342
#Endeavour	live events	0.496	0.563	0.223	91.774	30.212	0.078	0.173	0.989	9.282	8.341	3.818	8.764	1.000	0.155	0.062	0.784	-0.275
England and Wales	news	0.391	0.435	1.219	90.099	28.406	0.177	0.052	1.003	8.493	6.724	2.628	9.598	1.000	0.042	0.194	0.763	0.341
England by 15	live events	0.533	0.540	0.322	92.095	27.435	0.045	0.698	0.842	9.491	8.573	5.696	7.865	1.000	0.205	0.042	0.752	-0.455
English Channel	news	0.724	0.766	0.620	103.102	28.784	0.000	0.307	0.844	9.380	8.899	4.437	7.240	1.000	0.016	0.159	0.824	0.474
#EngVsInd	live events	0.458	0.757	0.253	81.777	27.992	0.010	0.744	0.884	9.393	8.439	5.707	6.937	1.000	0.112	0.027	0.862	-0.129
#ENLScores	live events	0.115	0.211	1.954	78.762	34.378	0.059	0.062	0.975	8.862	6.209	4.574	9.398	1.000	0.053	0.173	0.773	0.245
#EOTB	live events	0.423	0.534	1.190	60.862	58.868	0.000	0.217	0.968	5.736	5.839	2.125	7.840	1.000	0.016	0.049	0.935	0.078
Eric Cantona	commemoratives	0.247	0.276	1.320	69.923	28.845	0.085	0.034	0.959	8.930	7.251	2.691	9.405	1.000	0.077	0.099	0.824	0.027
Escape to Victory	group interest	0.925	0.931	0.266	76.026	36.702	0.016	0.423	0.918	9.120	9.010	2.930	6.233	1.000	0.048	0.081	0.871	0.056
#ESRCRacisms	live events	0.222	0.283	0.297	89.181	32.810	0.125	0.105	0.985	9.172	7.222	6.903	9.413	1.000	0.035	0.203	0.762	0.325
#ESYPM	news	0.549	0.621	1.065	89.693	73.569	0.026	0.072	0.948	5.563	5.170	1.688	8.546	1.000	0.145	0.075	0.779	-0.177
#EULCS	live events	0.248	0.348	1.179	86.767	28.875	0.079	0.284	0.831	7.122	7.014	3.504	9.496	1.000	0.025	0.157	0.819	0.313
#EurovisionYouDecide	live events	0.550	0.595	1.249	76.126	37.029	0.065	0.120	0.997	8.379	7.612	2.210	8.414	1.000	0.044	0.101	0.855	0.167
Ewan McGregor	group interest	0.580	0.629	1.467	91.995	30.042	0.141	0.235	0.974	8.700	8.257	3.526	8.801	1.000	0.024	0.127	0.849	0.226
#ExOnTheBeach	live events	0.451	0.492	0.124	86.712	29.894	0.124	0.184	0.345	9.250	7.963	4.838	9.664	1.000	0.080	0.114	0.806	0.055
#FamousAnatomy	group interest	0.720	0.743	1.118	57.548	29.712	0.018	0.021	0.987	9.186	8.990	1.895	7.985	1.000	0.264	0.055	0.682	-0.324
#FamousWhenYounger	group interest	0.134	0.166	1.087	34.032	41.736	0.011	0.036	0.989	7.510	5.114	1.822	8.247	1.000	0.017	0.025	0.959	0.014
Fashion Business	group interest	0.314	0.366	1.036	38.521	38.162	0.003	0.013	1.000	6.966	4.888	1.345	7.988	1.000	0.035	0.012	0.953	-0.018
#FashionRules	live events	0.261	0.379	1.206	87.544	42.684	0.055	0.691	0.684	8.712	6.936	7.056	9.792	1.000	0.015	0.120	0.864	0.255
Father John Misty	group interest	0.355	0.478	1.094	93.457	84.217	0.072	0.188	0.899	5.211	4.478	2.358	8.850	1.000	0.058	0.091	0.852	0.097
#FeministToDoList	group interest	0.536	0.547	0.137	84.140	32.514	0.047	0.525	0.922	9.288	8.381	4.950	7.613	1.000	0.017	0.111	0.873	0.197
#Fidelio	live events	0.950	0.958	1.500	98.254	30.555	0.034	0.065	0.992	9.210	9.123	3.503	8.524	1.000	0.159	0.048	0.793	-0.247
Fikayo Tomori	news	0.210	0.355	1.871	100.500	188.306	0.048	0.387	0.968	5.572	4.418	4.404	8.589	1.000	0.009	0.132	0.859	0.292
#Film2017	live events	0.703	0.716	0.525	89.825	30.979	0.000	0.721	0.958	9.144	8.664	3.716	6.417	1.000	0.001	0.040	0.959	0.077
#FilmsForCricket	group interest	0.402	0.442	2.225	82.066	33.476	0.068	0.177	1.031	8.588	7.345	5.554	9.473	1.000	0.035	0.152	0.813	0.258
#FinanceDisrupted	news	0.140	0.175	1.021	42.548	31.095	0.008	0.011	1.003	7.801	5.223	1.170	8.580	1.000	0.070	0.046	0.884	-0.026
Fire Emblem	group interest	0.553	0.641	1.855	97.974	30.419	0.101	0.261	0.956	7.681	7.423	4.105	9.477	1.000	0.031	0.091	0.878	0.146
First Lady	news	0.517	0.554	0.321	85.015	43.649	0.074	0.362	1.081	8.885	7.860	4.257	8.519	1.000	0.185	0.116	0.699	-0.100
#firstdateshotel	live events	0.855	0.797	0.390	90.485	29.648	0.025	0.230	1.085	9.580	9.182	5.112	7.863	1.000	0.014	0.134	0.852	0.320
#FirstDatesIRL	live events	0.313	0.366	1.405	85.968	31.450	0.124	0.066	0.955	8.913	7.153	3.676	9.810	1.000	0.043	0.166	0.790	0.226
#fishandchiptunes	group interest	0.495	0.564	1.198	79.673	30.979	0.052	0.129	0.977	8.860	7.904	2.728	9.410	1.000	0.064	0.137	0.799	0.144
#flamablefamous	group interest	0.295	0.306	1.042	47.497	41.785	0.003	0.003	1.000	6.458	4.945	1.300	8.036	1.000	0.036	0.066	0.898	0.025
Flaming Lips	live events	0.401	0.423	1.032	36.261	42.373	0.018	0.000	1.000	6.881	5.421	1.186	7.597	1.000	0.016	0.027	0.957	0.006
#FlashbackFriday	group interest	0.169	0.245	0.225	79.106	39.954	0.162	0.503	0.940	8.815	6.555	5.006	9.143	1.000	0.035	0.072	0.892	0.077
#FMQs	news	0.554	0.625	2.102	96.362	37.551	0.080	0.350	0.947	9.139	8.156	5.957	9.947	1.000	0.029	0.091	0.880	0.158
#FontSunday	group interest	0.914	0.914	1.388	95.806	30.612	0.134	0.118	0.997	8.286	8.118	2.862	9.108	1.000	0.051	0.079	0.869	0.066
#forgotten80s	live events	0.506	0.563	1.440	66.503	38.516	0.000	0.193	0.987	7.292	6.945	3.400	8.318	1.000	0.026	0.036	0.939	0.041
#FossilFriday	live events	0.713	0.743	3.362	105.657	32.780	0.040	0.072	0.987	8.639	8.182	4.066	7.463	1.000	0.021	0.070	0.909	0.091
Fox News	group interest	0.768	0.801	1.569	101.887	33.906	0.066	0.238	0.936	8.487	8.080	3.933	9.385	1.000	0.016	0.121	0.862	0.246
Frank Turner	group interest	0.454	0.524	0.231	84.304	33.113	0.118	0.624	0.949	9.308	8.316	6.382	9.365	1.000	0.061	0.079	0.860	0.039
Fraser Forster	live events	0.206	0.500	0.181	74.525	34.353	0.106	0.494	0.825	9.326	7.170	5.684	9.072	1.000	0.050	0.176	0.773	0.251
#FreeSargon	news	0.671	0.695	0.607	97.826	41.550	0.044	0.326	0.809	9.081	8.560	3.943	7.999	1.000	0.038	0.230	0.732	0.454
#FreeShia	news	0.662	0.682	1.062	79.324	35.230	0.304	0.335	0.991	8.835	8.057	1.665	8.292	1.000	0.103	0.077	0.820	-0.042
French Socialist	news	0.900	0.907	1.115	85.649	44.498	0.079	0.054	0.989	9.023	8.886	2.288	7.786	1.000	0.086	0.067	0.846	-0.017
#FridayFeeling	group interest	0.636	0.748	0.255	104.759	35.602	0.032	0.490	0.948	9.209	8.682	5.841	7.984	1.000	0.021	0.131	0.848	0.308
#fridayreads	news	0.579	0.648	2.826	97.966	39.022	0.056	0.277	0.928	9.097	8.326	6.852	9.665	1.000	0.034	0.156	0.811	0.264
Friends with Benefits	live events	0.556	0.608	2.336	90.623	32.374	0.113	0.828	0.918	9.180	8.108	6.552	10.041	1.000	0.040	0.131	0.828	0.214
Funes Mori	live events	0.237	0.253	0.091	60.521	32.935	0.070	0.169	0.992	9.481	7.314	5.681	8.443	1.000	0.044	0.476	0.481	0.633
#FurtherBackInTimeForDinner	live events	0.575	0.780	0.944	113.745	39.363	0.019	0.050	0.994	9.106	8.381	3.734	7.079	1.000	0.018	0.048	0.934	0.079
Future Islands	group interest	0.250	0.997	1.327	94.758	32.974	0.085	0.093	0.974	8.735	7.144	3.068	9.503	1.000	0.036	0.189	0.774	0.296
Gabriel Jesus	news	0.507	0.535	0.197	72.944	180.521	0.028	0.521	0.732	6.936	5.927	3.654	7.677	1.000	0.008	0.070	0.923	0.147
#Gambia	news	0.820	0.826	0.770	85.230	72.337	0.028	0.438	0.826	8.075	7.755	3.631	7.929	1.000	0.009	0.069	0.922	0.140
Garry Monk	live events	0.857	0.866	1.848	108.131	39.170	0.027	0.158	1.030	8.508	8.273	4.219	9.573	1.000	0.050	0.075	0.875	0.068
Gary Gold	news	0.583	0.608	0.532	99.250	32.275	0.030	0.333	1.055	8.987	8.203	3.648	7.933	1.000	0.012	0.114	0.874	0.278
Gary Speed	live events	0.379	0.425	0.275	83.438	32.878	0.020	0.682	0.949	9.069	7.834	6.156	7.838	1.000	0.040	0.035	0.924	-0.028
#GBvsATL	live events	0.599	0.729	0.411	97.123	32.429	0.005	0.028	1.038	9.564	8.859	5.311	7.523	1.000	0.029	0.118	0.853	0.278
#GearsProCircuitMX	live events	0.707	0.744	1.741	69.982	39.649	0.107	0.186	0.973	9.143	8.547	3.652	8.880	1.000	0.048	0.062	0.890	0.024
George Osborne	news	0.958	0.961	1.121	97.755	34.355	0.000	0.250	0.771	9.033	8.980	2.493	6.664	1.000	0.084	0.148	0.769	0.220
George Soros	news	0.763	0.778	0.161	102.745	33.385	0.153	0.375	0.765	9.291	8.957	5.420	8.560	1.000	0.066	0.077	0.858	0.011
#GetYourTattsOut	live events	0.655	0.693	0.299	88.304	35.901	0.011	0.671	0.951	9.369	8.568	4.658	7.821	1.000	0.123	0.040	0.837	-0.258
#GFF17	group interest	0.071	1.000	1.598	84.717	103.386	0.142	0.016	0.969	6.982	3.948	3.143	9.076	1.000	0.084	0.107	0.809	0.023
#GGJ17	group interest	0.746	0.769	1.111	81.992	33.638	0.015	0.704	0.952	8.333	8.260	2.187	8.173	1.000	0.016	0.075	0.908	0.159
#GGJ2017	group interest	0.621	0.657	1.660	76.648	40.364	0.078	0.227	0.994	8.364	7.730	4.130	8.949	1.000	0.009	0.102	0.889	0.237
#GIDC	live events	0.368	0.509	1.887	69.448	41.908	0.055	0.175	1.015	8.755	7.037	4.617	9.358	1.000	0.022	0.106	0.872	0.196
#giffgaffE4	live events	0.095	0.156	1.121	67.473	39.576	0.144	0.037	0.983	8.399	5.658	2.022	9.568	1.000	0.097	0.110	0.792	0.040
Gillian Troughton	news	0.307	0.387	1.796	82.987	35.593	0.142	0.064	0.992	5.899	4.979	2.582	9.201	1.000	0.068	0.126	0.807	0.121
Gina Miller	news	0.900	0.912	0.218	98.549	35.050	0.020	0.183	0.937	9.045	8.849	3.286	6.554	1.000	0.010	0.164	0.826	0.399
#girlmeetsgoodbye	live events	0.711	0.785	0.230	103.575	35.831	0.077	0.376	0.918	9.263	8.779	4.975	8.971	1.000	0.103	0.149	0.748	0.118
#girlsautismconf	live events	0.769	0.785	1.598	83.530	22.508	0.022	0.040	0.966	8.934	8.450	3.570	8.776	1.000	0.075	0.138	0.787	0.137
Glasgow Airport	news	0.704	0.763	1.429	101.018	36.229	0.111	0.129	0.959	7.390	7.355	3.287	9.092	1.000	0.029	0.137	0.834	0.262
#globalgagrule	news	0.516	0.972	0.236	81.311	35.368	0.068	0.672	0.985	8.893	8.032	5.761	8.185	1.000	0.071	0.066	0.863	0.017
#GlobalWarning	group interest	0.883	0.907	1.221	106.768	17.975	0.037	0.211	0.966	10.264	10.041	3.062	9.118	1.000	0.102	0.054	0.843	-0.124
#GLORY37	live events	0.767	0.795	1.178	77.614	38.781	0.038	0.756	0.951	9.004	8.675	2.602	8.009	1.000	0.025	0.058	0.918	0.061
#GoDoEntAwards	live events	0.416	0.449	1.227	78.970	39.219	0.049	0.107	0.989	7.886	6.962	2.619	8.659	1.000	0.107	0.089	0.804	-0.048
#goglamgala	live events	0.503	0.564	1.843	84.369	37.204	0.013	0.196	0.918	8.322	7.543	4.797	9.239	1.000	0.011	0.242	0.747	0.465
Goldman Sachs	news	0.398	0.379	1.248	84.872	39.804	0.052	0.139	0.981	8.074	6.948	2.780	8.969	1.000	0.018	0.195	0.787	0.413
#GoodOmens	group interest	0.650	0.684	0.448	91.936	44.914	0.113	0.479	0.942	9.173	8.527	5.720	8.809	1.000	0.052	0.094	0.854	0.141
Gorden Kaye	news	0.868	0.868	1.114	82.209	39.204	0.021	0.807	0.992	9.411	9.190	1.785	6.655	1.000	0.028	0.159	0.813	0.266
#Gotham	live events	0.694	0.757	0.382	97.558	49.638	0.013	0.372	0.963	9.057	8.512	4.658	7.630	1.000	0.072	0.166	0.762	0.324
Gowran Park	live events	0.628	0.649	1.264	64.057	40.859	0.082	0.109	0.986	8.263	7.570	2.808	9.017	1.000	0.082	0.146	0.772	0.129
#Gpsbehindcloseddoors	live events	0.161	0.244	0.449	83.982	39.148	0.034	0.522	0.795	8.336	6.748	5.682	8.986	1.000	0.009	0.134	0.858	0.311
#GrahamNorton	live events	0.242	0.306	1.221	90.059	38.913	0.077	0.044	0.967	7.689	5.519	2.666	9.750	1.000	0.143	0.131	0.726	-0.013
Granit Xhaka	news	0.288	0.997	1.552	84.451	39.425	0.054	0.060	0.979	9.037	6.786	3.890	8.917	1.000	0.025	0.222	0.753	0.409
#greatschools	live events	0.747	0.800	0.116	98.821	40.068	0.013	0.316	0.950	9.437	8.988	4.721	7.553	1.000	0.202	0.024	0.775	-0.436
Green Bay	live events	0.443	0.565	1.172	91.420	38.671	0.071	0.175	0.838	6.656	6.542	3.553	9.663	1.000	0.022	0.174	0.804	0.331
Hacksaw Ridge	news	0.592	0.617	0.631	70.959	42.275	0.094	0.226	0.802	9.470	8.701	4.257	8.829	1.000	0.081	0.074	0.845	-0.006
#HairdresserFilms	group interest	0.429	0.484	0.490	97.097	49.597	0.042	0.374	0.739	9.007	7.718	4.687	8.698	1.000	0.047	0.145	0.808	0.200
HALF TIME	live events	0.149	0.189	1.028	40.175	43.318	0.017	0.006	1.000	7.164	4.988	1.245	8.235	1.000	0.070	0.031	0.899	-0.030
Hallelujah Money	group interest	0.603	0.673	0.370	91.473	41.659	0.065	0.103	0.897	9.401	8.593	7.112	9.408	1.000	0.038	0.095	0.867	0.148
#HaloWC	live events	0.609	0.615	0.579	75.076	46.755	0.000	0.903	0.497	9.297	8.561	3.209	6.751	1.000	0.074	0.169	0.757	0.169
#Happy46thGary	commemoratives	0.315	0.355	1.308	55.405	55.756	0.022	0.728	0.996	8.734	7.061	2.564	8.097	1.000	0.023	0.103	0.874	0.164
#HappyBirthdayCalum	commemoratives	0.612	0.864	0.997	70.822	54.909	0.000	0.269	0.895	6.336	5.316	1.604	7.321	1.000	0.005	0.359	0.637	0.647
#HappyChineseNewYear	commemoratives	0.795	0.995	1.449	80.308	85.065	0.027	0.059	1.000	7.838	7.103	2.748	7.931	1.000	0.017	0.236	0.748	0.394
Harry Maguire	live events	0.754	0.720	2.063	89.326	90.669	0.046	0.131	0.954	8.420	7.966	4.272	7.022	1.000	0.004	0.119	0.877	0.203
Harry Wilson	live events	0.492	0.521	0.358	87.891	41.179	0.044	0.052	0.940	9.277	8.132	5.261	8.460	1.000	0.021	0.087	0.892	0.143
Harry Winks	live events	0.635	0.648	0.587	80.328	42.122	0.024	0.063	1.003	9.284	8.576	2.805	7.875	1.000	0.029	0.089	0.882	0.127
#Hauk	live events	0.428	0.483	0.264	71.803	44.269	0.189	0.078	1.008	9.251	8.018	4.707	8.521	1.000	0.053	0.099	0.847	0.104
#HeartBreakfast	live events	0.985	0.988	1.005	60.595	40.608	0.190	0.003	0.810	9.024	9.018	1.763	6.149	1.000	0.000	0.178	0.822	0.389
#heavenclubspa	live events	0.522	0.957	2.022	89.372	44.878	0.090	0.196	0.921	7.803	8.038	4.777	8.611	1.000	0.017	0.187	0.795	0.418
Heidi and Spencer	live events	0.286	0.333	1.238	55.714	786.714	0.000	0.048	0.905	3.295	2.371	2.173	6.337	1.000	0.000	0.197	0.803	0.386
Henri Lansbury	news	0.355	0.393	0.772	76.385	41.398	0.117	0.035	0.968	9.539	7.990	2.304	7.930	1.000	0.093	0.155	0.751	0.115
Henrik Stenson	group interest	0.532	0.601	0.809	96.327	45.881	0.019	0.493	0.864	8.987	8.134	3.624	7.213	1.000	0.009	0.066	0.926	0.119
#hewillnotdivideus	news	0.323	0.523	0.341	86.912	50.048	0.063	0.710	0.931	8.996	7.676	5.645	7.717	1.000	0.078	0.077	0.845	0.033
#HFconference	live events	0.927	0.929	1.089	83.966	43.372	0.008	0.042	1.000	9.384	9.283	1.721	5.939	1.000	0.011	0.022	0.967	0.014
